phase (degrees), delay (ns), EO Modulated (V), Un Modulatoed/Reference (V)
576.462, 0.015794871794871424, 0.1705142938132797, 0.17268572248784558
576.462, 0.015794871794871424, 0.17062857953299368, 0.17382857968498552
576.462, 0.015794871794871424, 0.16960000805556774, 0.17588572263983743
576.462, 0.015794871794871424, 0.17302857964698756, 0.17462857972298348
576.484, 0.016547008547009825, 0.1722285796089896, 0.17394286540469953
576.484, 0.016547008547009825, 0.17280000820755959, 0.17062857953299368
576.484, 0.016547008547009825, 0.1722285796089896, 0.1722285796089896
576.484, 0.016547008547009825, 0.17417143684412753, 0.17337143680612957
576.484, 0.016547008547009825, 0.1748571511624115, 0.1725714367681316
576.506, 0.017299145299144336, 0.17200000816956162, 0.17280000820755959
576.506, 0.017299145299144336, 0.1724571510484176, 0.17337143680612957
576.506, 0.017299145299144336, 0.1722285796089896, 0.17188572244984762
576.506, 0.017299145299144336, 0.1724571510484176, 0.1722285796089896
576.506, 0.017299145299144336, 0.17188572244984762, 0.1722285796089896
576.528, 0.018051282051282737, 0.1742857225638415, 0.17120000813156366
576.528, 0.018051282051282737, 0.1725714367681316, 0.17280000820755959
576.528, 0.018051282051282737, 0.17417143684412753, 0.17360000824555755
576.528, 0.018051282051282737, 0.17337143680612957, 0.17211429388927563
576.528, 0.018051282051282737, 0.1747428654426975, 0.17142857957099164
576.55, 0.01880341880341725, 0.17405715112441353, 0.17371429396527155
576.55, 0.01880341880341725, 0.1729142939272736, 0.17177143673013365
576.55, 0.01880341880341725, 0.17165715101041965, 0.1723428653287036
576.55, 0.01880341880341725, 0.17108572241184966, 0.1702857223738517
576.55, 0.01880341880341725, 0.17360000824555755, 0.17211429388927563
576.572, 0.019555555555555652, 0.16937143661613976, 0.17165715101041965
576.572, 0.019555555555555652, 0.17005715093442372, 0.17177143673013365
576.572, 0.019555555555555652, 0.17085715097242168, 0.17131429385127767
576.572, 0.019555555555555652, 0.17200000816956162, 0.17131429385127767
576.572, 0.019555555555555652, 0.16914286517671176, 0.17154286529070564
576.594, 0.02030769230769405, 0.1705142938132797, 0.17108572241184966
576.594, 0.02030769230769405, 0.17074286525270768, 0.1725714367681316
576.594, 0.02030769230769405, 0.16925715089642576, 0.17005715093442372
576.594, 0.02030769230769405, 0.16948572233585374, 0.1705142938132797
576.594, 0.02030769230769405, 0.1744000082835555, 0.17302857964698756
576.616, 0.021059829059828564, 0.16777143654014384, 0.1722285796089896
576.616, 0.021059829059828564, 0.17200000816956162, 0.17200000816956162
576.616, 0.021059829059828564, 0.17142857957099164, 0.17200000816956162
576.616, 0.021059829059828564, 0.1704000080935657, 0.17131429385127767
576.616, 0.021059829059828564, 0.17005715093442372, 0.1724571510484176
576.638, 0.021811965811966965, 0.16948572233585374, 0.17062857953299368
